一级类目,二级类目,三级类目,categoryId,typeId,rFBS_低档,rFBS_中档,rFBS_高档
儿童用品,铁路,玩具铁路附加元件,17032496,96125,12%,14%,17.50%
儿童用品,铁路,玩具铁路,17032496,96126,12%,14%,17.50%
儿童用品,铁路,玩具蒸汽机车,17032496,96127,12%,14%,17.50%
儿童用品,铁路,玩具轨道,17032496,96128,12%,14%,17.50%
儿童用品,玩具,玩具航空交通工具,17029242,92812,12%,14%,17.50%
儿童用品,玩具,水枪,17029244,92814,12%,14%,17.50%
儿童用品,玩具,玩具屋,17029249,92818,12%,14%,17.50%
儿童用品,玩具,娃娃家具,17029249,92845,12%,14%,17.50%
儿童用品,玩具,发条玩具,17029252,92821,12%,14%,17.50%
儿童用品,玩具,玩具武器,17029255,98527,12%,14%,17.50%
儿童用品,玩具,玩具轨道,17029256,92825,12%,14%,17.50%
儿童用品,玩具,玩具小汽车停车场,17029256,92858,12%,14%,17.50%
儿童用品,玩具,娃娃,17029258,92840,12%,14%,17.50%
儿童用品,玩具,手偶玩具,17029259,92841,12%,14%,17.50%
儿童用品,玩具,玩具车配件,17029261,92807,12%,14%,17.50%
儿童用品,玩具,玩具水上交通工具,17029261,92813,12%,14%,17.50%
儿童用品,玩具,玩具宇宙飞船,17029261,92837,12%,14%,17.50%
儿童用品,玩具,玩具小汽车,17029261,92843,12%,14%,17.50%
儿童用品,玩具,玩具摩托车,17029261,92847,12%,14%,17.50%
儿童用品,玩具,玩具坦克,17029261,92872,12%,14%,17.50%
儿童用品,玩具,儿童汽车城,17029261,970952817,12%,14%,17.50%
儿童用品,玩具,玩具自行车,17029261,970995259,12%,14%,17.50%
儿童用品,玩具,音乐玩具,17029265,92848,12%,14%,17.50%
儿童用品,玩具,八音盒,17029266,92849,12%,14%,17.50%
儿童用品,玩具,儿童泡泡机,17029267,92842,12%,14%,17.50%
儿童用品,玩具,泡泡液,17029267,92850,12%,14%,17.50%
儿童用品,玩具,睡眠安抚玩具,17029268,92831,12%,14%,17.50%
儿童用品,玩具,毛绒玩具,17029268,92851,12%,14%,17.50%
儿童用品,玩具,小雕塑,17029274,115944384,12%,14%,17.50%
儿童用品,玩具,小雕像配件,17029274,92810,12%,14%,17.50%
儿童用品,玩具,士兵玩具套装,17029274,92854,12%,14%,17.50%
儿童用品,玩具,手指运动,17029275,92880,12%,14%,17.50%
儿童用品,玩具,电动玩具,17029277,92883,12%,14%,17.50%
儿童用品,玩具,娃娃、毛绒玩具的鞋子和衣服,17031249,92857,12%,14%,17.50%
儿童用品,玩具,玩具武器配件,17031251,92859,12%,14%,17.50%
儿童用品,玩具,玩具枪砸炮,17031251,97238,12%,14%,17.50%
儿童用品,玩具,花楞棒,17031253,92861,12%,14%,17.50%
儿童用品,玩具,婴儿娃娃,17031254,92862,12%,14%,17.50%
儿童用品,玩具,早教中心玩具,17031256,92864,12%,14%,17.50%
儿童用品,玩具,玩具机器人,17031257,92865,12%,14%,17.50%
儿童用品,玩具,故事角色扮演玩具,17031260,92871,12%,14%,17.50%
儿童用品,玩具,娃娃玩具推车,17031261,853163911,12%,14%,17.50%
儿童用品,玩具,变形金刚,17031262,92875,12%,14%,17.50%
儿童用品,玩具,万花筒,17031481,92905,12%,14%,17.50%
儿童用品,玩具,娃娃配件,17032499,92806,12%,14%,17.50%
儿童用品,玩具,抗压玩具,17032503,92811,12%,14%,17.50%
儿童用品,玩具,磁力珠,17032503,972055032,12%,14%,17.50%
儿童用品,玩具,沐浴玩具,17032505,92827,12%,14%,17.50%
儿童用品,玩具,充气玩具,17032505,96988,12%,14%,17.50%
儿童用品,玩具,沙坑玩具,17032506,92828,12%,14%,17.50%
儿童用品,玩具,悬浮玩具,17032510,92832,12%,14%,17.50%
儿童用品,玩具,互动玩具,17032511,92833,12%,14%,17.50%
儿童用品,玩具,溜溜球,17032512,92834,12%,14%,17.50%
儿童用品,玩具,呼吸模拟器玩具 ,200000748,971080578,12%,14%,17.50%
儿童用品,玩具,编发练习娃娃,30671435,97978,12%,14%,17.50%
儿童用品,玩具,玩具书,43430604,92835,12%,14%,17.50%
儿童用品,玩具,轮子玩具,43434441,92830,12%,14%,17.50%
儿童用品,玩具,积木,43434441,92839,12%,14%,17.50%
儿童用品,玩具,不倒翁,43434441,92856,12%,14%,17.50%
儿童用品,玩具,叠叠乐玩具,43434441,92860,12%,14%,17.50%
儿童用品,玩具,形状认知玩具,43434441,92868,12%,14%,17.50%
儿童用品,玩具,陀螺,43434441,92884,12%,14%,17.50%
儿童用品,玩具,玩具迷宫,43434441,92891,12%,14%,17.50%
儿童用品,玩具,穿线玩具,43434441,92896,12%,14%,17.50%
儿童用品,玩具,玩具保暖器,43434441,94288,12%,14%,17.50%
儿童用品,玩具,敲击玩具,43434441,970965252,12%,14%,17.50%
儿童用品,玩具,平衡杆,43434441,971049244,12%,14%,17.50%
儿童用品,玩具,球,43434441,971150563,12%,14%,17.50%
儿童用品,玩具,忙碌板,43434441,97696,12%,14%,17.50%
儿童用品,玩具,玩具套装,43435167,970895715,12%,14%,17.50%
儿童用品,教学玩具,幻灯机,17029280,92886,12%,14%,17.50%
儿童用品,教学玩具,儿童故事投影仪,17029281,92887,12%,14%,17.50%
儿童用品,教学玩具,教育游戏,17031271,92894,12%,14%,17.50%
儿童用品,教学玩具,儿童多功能学习挂图,17031271,971749720,12%,14%,17.50%
儿童用品,童车,儿童滑行玩具车,17029298,92959,12%,14%,17.50%
儿童用品,童车,摇摇马,17029298,92960,12%,14%,17.50%
儿童用品,童车,儿童交通工具配件,17029298,970896163,12%,14%,17.50%
儿童用品,童车,跳跳椅,17031283,92969,12%,14%,17.50%
儿童用品,童车,婴儿学步车,17031285,92970,12%,14%,17.50%
儿童用品,童车,儿童四轮摩托车,43429326,970828017,12%,14%,17.50%
儿童用品,童车,儿童摩托车,43429326,970967803,12%,14%,17.50%
儿童用品,童车,儿童汽车,43429326,971447132,12%,14%,17.50%
儿童用品,童车,儿童雪地摩托,43429326,971742428,12%,14%,17.50%
儿童用品,儿童洗澡,洗澡海绵垫,17029308,95704,12%,14%,17.50%
儿童用品,儿童洗澡,新生儿沐浴枕,17029308,95708,12%,14%,17.50%
儿童用品,儿童洗澡,儿童浴缸,17031287,95697,12%,14%,17.50%
儿童用品,儿童洗澡,婴儿浴床,17031288,95698,12%,14%,17.50%
儿童用品,儿童洗澡,婴儿洗澡椅,17031288,95711,12%,14%,17.50%
儿童用品,儿童洗澡,浴室防滑垫,43430743,95699,12%,14%,17.50%
儿童用品,儿童洗澡,儿童洗澡帽,43430743,95701,12%,14%,17.50%
儿童用品,儿童洗澡,游泳圈,43430743,95703,12%,14%,17.50%
儿童用品,儿童洗澡,儿童水龙头喷嘴,43430743,95705,12%,14%,17.50%
儿童用品,儿童洗澡,婴儿洗澡盆支架,43430743,95707,12%,14%,17.50%
儿童用品,儿童洗澡,浴室玩具收纳用品,43430743,95710,12%,14%,17.50%
儿童用品,儿童洗澡,婴儿洗澡躺椅,43430743,95713,12%,14%,17.50%
儿童用品,儿童洗澡,婴儿沐浴套装,43430743,970967766,12%,14%,17.50%
儿童用品,婴儿围栏,围栏/运动场配件、备件,17031291,96449,12%,14%,17.50%
儿童用品,婴儿围栏,婴儿围栏,17031291,96450,12%,14%,17.50%
儿童用品,婴儿围栏,婴儿床挡板,41588647,96447,12%,14%,17.50%
儿童用品,婴儿围栏,安全门栏,41588647,96448,12%,14%,17.50%
儿童用品,婴儿围栏,安全门配件、备件,41588647,970577498,12%,14%,17.50%
儿童用品,婴儿床悬挂式摇铃,婴儿床铃,17031293,96495,12%,14%,17.50%
儿童用品,婴儿床悬挂式摇铃,婴儿床推车挂,17031293,96496,12%,14%,17.50%
儿童用品,婴儿床悬挂式摇铃,婴儿床铃及悬挂玩具配件及零件,17031293,971448435,12%,14%,17.50%
儿童用品,吸奶器,喂料系统,17031296,93021,12%,14%,17.50%
儿童用品,吸奶器,吸奶器,17031296,95397,12%,14%,17.50%
儿童用品,吸奶器,吸奶器配件、备件,17031296,95398,12%,14%,17.50%
儿童用品,户外游戏,弹跳玩具,17029318,92992,12%,14%,17.50%
儿童用品,户外游戏,雪球夹,17029320,97886,12%,14%,17.50%
儿童用品,户外游戏,风筝,17031301,92988,12%,14%,17.50%
儿童用品,户外游戏,竹蜻蜓,43433158,92987,12%,14%,17.50%
儿童用品,户外游戏,儿童飞镖,43433158,92989,12%,14%,17.50%
儿童用品,户外游戏,户外游戏套装 ,43433158,92991,12%,14%,17.50%
儿童用品,户外游戏,跳跳球,43433158,970990105,12%,14%,17.50%
儿童用品,户外游戏,儿童捕虫网,43433158,971469925,12%,14%,17.50%
儿童用品,户外游戏,发射玩具,43433158,97300,12%,14%,17.50%
儿童用品,无线电遥控玩具,遥控玩具,17029326,95528,12%,14%,17.50%
儿童用品,无线电遥控玩具,遥控模型配件、备件,43433789,970988171,12%,14%,17.50%
儿童用品,婴儿车及附属品,婴儿车配件,17029295,971036929,12%,14%,17.50%
儿童用品,婴儿车及附属品,婴儿散步手推车,17029302,92962,12%,14%,17.50%
儿童用品,婴儿车及附属品,婴儿车,17031278,92964,12%,14%,17.50%
儿童用品,婴儿车及附属品,通用婴儿车,17031279,92963,12%,14%,17.50%
儿童用品,婴儿车及附属品,变形婴儿车,17031279,92965,12%,14%,17.50%
儿童用品,婴儿车及附属品,婴儿车雪橇,43434857,93602,12%,14%,17.50%
儿童用品,儿童房,婴儿床蚊帐,17037880,628997053,12%,14%,17.50%
儿童用品,儿童房,婴儿床挂帘,17037880,91932,12%,14%,17.50%
儿童用品,儿童房,婴儿床防撞围栏,17037880,91935,12%,14%,17.50%
儿童用品,儿童房,挂帘支架,17037880,970874554,12%,14%,17.50%
儿童用品,儿童房,身长计,200001284,91989,12%,14%,17.50%
儿童用品,儿童房,儿童房墙壁装饰,200001284,971316095,12%,14%,17.50%
儿童用品,尿布和卫生用品,油布,17031320,93474,12%,14%,17.50%
儿童用品,尿布和卫生用品,可重复使用的防水尿布,17031320,971073602,12%,14%,17.50%
儿童用品,尿布和卫生用品,尿布,17031330,93495,12%,14%,17.50%
儿童用品,尿布和卫生用品,拉拉裤,17031330,93497,12%,14%,17.50%
儿童用品,尿布和卫生用品,可重复使用的尿布,17038341,93480,12%,14%,17.50%
儿童用品,尿布和卫生用品,尿布配件,17038347,93485,12%,14%,17.50%
儿童用品,尿布和卫生用品,新生儿卫生用品套装,200000979,971360402,12%,14%,17.50%
儿童用品,尿布和卫生用品,一次性油布,43433791,93492,12%,14%,17.50%
儿童用品,积木玩具套装,积木,17037234,92952,12%,14%,17.50%
儿童用品,儿童电动车,儿童电动车,17034764,92977,12%,14%,17.50%
儿童用品,儿童电动车,儿童汽车、摩托车配件及备件,17036531,970870421,12%,14%,17.50%
儿童用品,自行车，滑步车，滑板车,平衡车,17030574,94327,12%,14%,17.50%
儿童用品,自行车，滑步车，滑板车,自行车式婴儿车,200000008,971014516,12%,14%,17.50%
儿童用品,自行车，滑步车，滑板车,儿童自行车,200000008,971739850,12%,14%,17.50%
儿童用品,自行车，滑步车，滑板车,儿童交通工具配件,92145257,971046367,12%,14%,17.50%
儿童用品,儿童喂食产品,儿童喂食器具,17031983,92560,12%,14%,17.50%
儿童用品,儿童喂食产品,婴儿餐具套装,17037612,92512,12%,14%,17.50%
儿童用品,儿童喂食产品,儿童餐具吸盘,17037612,971147797,12%,14%,17.50%
儿童用品,儿童秤,新生儿秤,17034679,91417,12%,14%,17.50%
儿童用品,儿童安全,婴儿换尿布台,17033162,253134034,12%,14%,17.50%
儿童用品,儿童安全,尿布更换垫,17033162,92605,12%,14%,17.50%
儿童用品,儿童安全,婴儿连体衣,17038757,504866284,12%,14%,17.50%
儿童用品,儿童安全,定型枕,17038757,92627,12%,14%,17.50%
儿童用品,儿童安全,婴儿防压睡垫,17038757,97952,12%,14%,17.50%
儿童用品,儿童安全,反光器,200000882,92198,12%,14%,17.50%
儿童用品,儿童安全,婴儿头护套 ,92496476,812884311,12%,14%,17.50%
儿童用品,儿童安全,门、抽屉、窗户锁具,92496476,91934,12%,14%,17.50%
儿童用品,儿童安全,防护套件,92496476,91950,12%,14%,17.50%
儿童用品,儿童安全,家具保护角,92496476,91951,12%,14%,17.50%
儿童用品,儿童安全,插座插孔保护套,92496476,91960,12%,14%,17.50%
儿童用品,儿童安全,安全胶带,92496476,91963,12%,14%,17.50%
儿童用品,儿童安全,儿童牵引绳,92496476,92958,12%,14%,17.50%
儿童用品,儿童安全,儿童爬行护膝,92496476,93012,12%,14%,17.50%
儿童用品,儿童安全,儿童防跌保护,92496476,970985014,12%,14%,17.50%
儿童用品,儿童安全,儿童防触碰面板保护,92496476,970993457,12%,14%,17.50%
儿童用品,儿童安全,儿童安全护带,92496476,99524,12%,14%,17.50%
美容和卫生,身体卫生用品,止汗露,17029343,93466,12%,14%,18%
美容和卫生,身体卫生用品,爽身粉,17029344,93505,12%,14%,18%
美容和卫生,身体卫生用品,固体肥皂,17038344,93482,12%,14%,18%
美容和卫生,身体卫生用品,卫生用品包,17038345,93483,12%,14%,18%
美容和卫生,身体卫生用品,爽身粉,17038352,93499,12%,14%,18%
美容和卫生,身体卫生用品,护臀霜,17038352,970838691,12%,14%,18%
美容和卫生,身体卫生用品,私处卫生用品,200001236,93465,12%,14%,18%
美容和卫生,身体卫生用品,沐浴用品,23796314,97704,12%,14%,18%
美容和卫生,身体卫生用品,洗手液,24452085,97769,12%,14%,18%
美容和卫生,身体卫生用品,儿童沐浴用品,43435188,97624,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲、足部护理工具套装,17029423,93972,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,眉毛剪刀,17029427,563529488,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美发剪刀,17029427,93974,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,直剃刀刀片,17029427,97320,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,睫毛卷翘仪,17029431,93981,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美黑套装,17031345,970601734,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美黑帽,17031345,97260,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,日光浴护目镜,17031345,97262,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,胸贴,17031345,97263,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美妆盒子,17036272,970850387,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,假指甲,17037913,93433,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲甲片,17037913,971105615,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲延长配件,17037913,971118012,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,修脚刀片,17038382,93966,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,护手手套 ,17038382,93978,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,脚趾分离器,17038382,93982,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,死皮推,17038382,93995,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲配件,17038382,970796687,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲纤维胶,17038382,970957529,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,蜡疗配件,17038382,971101542,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,硅胶袜,17038382,971304946,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,指甲锉,17038385,93968,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,美甲剪刀,17038386,93969,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,死皮剪,17038387,93959,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,磨脚石,17038396,93976,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,镊子,17038399,93979,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,修脚机,17038408,93975,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,磨脚搓,17038408,93992,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,化妆笔卷笔刀,17038409,93993,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,浴帽,17040033,97267,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,瓶子配件,19171407,971004194,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,试香纸,19171407,971053339,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,睫毛延长配件,200000952,412991025,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,睫毛角蛋白翘睫工具,200000952,971290244,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,眉毛模板,43433166,93994,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,化妆品仪器盒,43433166,970683154,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,半永久纹绣配件,43433166,970683192,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,化妆品清洁配件,43433166,971026575,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,眼线辅助贴,43433166,971108810,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,尖头棉签,43433166,971200269,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,眉毛、睫毛角蛋白护理配件,43433166,971200274,12%,14%,18%
美容和卫生,化妆，美甲，澡堂，美黑的工具,修眉线,43433166,971306444,12%,14%,18%
